ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n804502,Retained,Single,192,Full Time,26,0,No,No,M,5.39,23,High,SEM-1,Faculty of Law
n805092,Retained,Single,204,Full Time,21,0,Yes,No,F,5.78,6,Medium,SEM-1,QUT Business School
n805444,Retained,Single,72,Full Time,37,0,Yes,No,F,4.34,10,High,SEM-1,Faculty of Law
n805606,Retained,Single,96,Full Time,21,0,No,Yes,M,4.88,3,High,SEM-1,Sci and Eng Faculty
n805643,Retained,Single,144,Full Time,22,0,No,Yes,F,4.57,11,Medium,SEM-2,QUT Business School
n805697,Retained,Double,168,Full Time,20,0,No,No,M,5.37,13,Medium,SEM-1,Sci and Eng Faculty
n806147,Retained,Single,144,Full Time,20,0,Yes,No,M,4.52,13,High,SEM-2,QUT Business School
n806461,Retained,Double,72,Full Time,36,0,No,No,F,6.32,9,Low,SEM-1,Faculty of Law
n806479,Retained,Single,180,Part Time,20,0,No,No,M,5.44,2,Medium,SEM-1,Sci and Eng Faculty
n806766,Retained,Single,96,Full Time,27,0,No,No,F,6.89,12,High,SEM-1,CI Faculty
n806986,Retained,Single,84,Full Time,19,12,No,No,M,4.13,10,Medium,SEM-1,Sci and Eng Faculty
n807135,Retained,Single,48,Full Time,21,12,No,Yes,M,4.51,22,Medium,SEM-2,Sci and Eng Faculty
n807266,Not Retained,Single,24,Full Time,20,12,No,Yes,F,4.34,4,Medium,SEM-1,CI Faculty
n807722,Retained,Single,96,Full Time,19,0,No,Yes,M,5.98,2,Medium,SEM-1,Faculty of Health
n808097,Retained,Single,36,Full Time,29,0,No,No,M,7,21,Medium,SEM-1,CI Faculty
n808151,Retained,Single,96,Full Time,20,0,No,No,M,5.23,17,Low,SEM-1,CI Faculty
n809073,Retained,Single,144,Full Time,26,0,Yes,No,F,5.34,11,Medium,SEM-2,Faculty of Health
n809563,Retained,Single,96,Full Time,19,0,No,Yes,F,5.13,10,Medium,SEM-1,Faculty of Health
n809733,Retained,Single,0,Full Time,27,0,No,Yes,M,0,25,Medium,SEM-1,Sci and Eng Faculty
n809838,Retained,Single,228,Part Time,24,0,No,No,M,5.01,11,Medium,SEM-1,Sci and Eng Faculty
n810749,Retained,Single,96,Full Time,22,0,No,No,M,5.42,17,Low,SEM-1,Faculty of Health
n810889,Retained,Single,168,Full Time,32,0,No,Yes,M,5.68,25,Medium,SEM-1,Sci and Eng Faculty
n811032,Retained,Single,108,Full Time,21,0,No,No,F,5.56,2,High,SEM-1,Faculty of Health
n811175,Not Retained,Single,96,Full Time,19,0,No,No,F,4.75,11,Medium,SEM-1,CI Faculty
n811250,Retained,Single,96,Full Time,21,0,No,No,M,5.37,22,High,SEM-1,CI Faculty
n811655,Retained,Single,84,Full Time,19,12,No,No,F,4.28,10,High,SEM-1,Faculty of Health
n811721,Retained,Single,180,Full Time,25,36,No,No,F,4.11,13,High,SEM-2,Faculty of Health
n811781,Not Retained,Single,72,Full Time,19,24,No,Yes,M,4.11,9,Medium,SEM-1,Sci and Eng Faculty
n811814,Retained,Single,96,Full Time,28,0,No,Yes,F,4.71,25,Medium,SEM-1,Faculty of Health
n812022,Retained,Single,96,Full Time,20,0,No,No,F,4.66,10,Medium,SEM-1,Faculty of Law
n812157,Retained,Single,168,Full Time,22,0,No,No,M,5.14,11,High,SEM-1,Faculty of Health
n812164,Retained,Single,36,Part Time,20,0,No,No,F,6,18,High,SEM-1,Faculty of Education
n812937,Retained,Single,96,Full Time,21,0,No,No,F,4.88,21,High,SEM-1,CI Faculty
n813529,Retained,Single,180,Part Time,40,12,No,Yes,F,3.83,11,Low,SEM-1,Faculty of Health
n814437,Retained,Single,96,Full Time,20,48,No,Yes,M,3.37,14,Medium,SEM-1,QUT Business School
n814565,Retained,Single,240,Full Time,20,0,Yes,No,M,4.51,22,Medium,SEM-2,Sci and Eng Faculty
n815593,Retained,Single,96,Full Time,19,0,No,No,F,5.37,3,High,SEM-1,Faculty of Health
n816253,Retained,Single,96,Full Time,20,0,No,No,M,5.41,3,Medium,SEM-1,Faculty of Health
n816333,Not Retained,Single,144,Full Time,21,0,Yes,No,F,4.99,5,Medium,SEM-1,Faculty of Law
n816815,Retained,Single,60,Part Time,19,0,No,No,F,5.39,3,Medium,SEM-1,QUT Business School
n816914,Retained,Single,72,Full Time,20,0,No,Yes,M,4.5,5,High,SEM-1,CI Faculty
n817503,Retained,Single,96,Full Time,21,0,No,Yes,M,4.75,1,High,SEM-1,Sci and Eng Faculty
n818112,Retained,Single,96,Full Time,19,0,No,No,M,5.76,6,Medium,SEM-1,CI Faculty
n818197,Not Retained,Single,48,Full Time,19,0,No,No,F,4.76,11,Low,SEM-1,Faculty of Health
n818966,Not Retained,Single,12,Full Time,19,24,No,Yes,M,2.35,3,Medium,SEM-1,CI Faculty
n819518,Retained,Single,96,Full Time,21,0,No,No,M,4.57,7,High,SEM-1,Faculty of Health
n820074,Retained,Single,144,Full Time,19,0,No,No,M,4.99,10,Medium,SEM-1,QUT Business School
n820208,Not Retained,Single,12,Full Time,20,84,No,No,M,1.58,4,Low,SEM-1,Faculty of Health
n821419,Retained,Single,216,Full Time,23,0,Yes,No,F,6.05,6,Medium,SEM-1,QUT Business School
n821558,Retained,Single,120,Full Time,21,24,No,No,M,2.73,5,Medium,SEM-1,Sci and Eng Faculty
n822172,Retained,Single,192,Part Time,27,0,No,No,M,5.69,23,Medium,SEM-1,Faculty of Health
n822263,Not Retained,Single,0,Part Time,20,36,No,No,F,2,10,Medium,SEM-1,Faculty of Law
n822313,Retained,Single,48,Full Time,19,0,No,No,M,5.25,3,High,SEM-2,QUT Business School
n822391,Retained,Single,96,Full Time,20,0,No,No,F,5,8,Medium,SEM-1,Faculty of Health
n822461,Retained,Single,120,Full Time,21,0,No,Yes,M,4.39,4,High,SEM-2,CI Faculty
n822634,Retained,Single,0,Full Time,19,48,No,No,M,1,6,Medium,SEM-1,Sci and Eng Faculty
n823369,Retained,Single,96,Full Time,23,0,No,Yes,F,5.4,5,Medium,SEM-1,CI Faculty
n824293,Retained,Single,96,Full Time,19,0,No,No,F,5.88,7,Medium,SEM-1,QUT Business School
n824361,Retained,Double,72,Full Time,33,0,No,Yes,F,6.17,5,High,SEM-1,Faculty of Health
n824413,Retained,Single,96,Full Time,19,0,No,No,F,4.9,19,Medium,SEM-2,Faculty of Health
n824901,Retained,Single,96,Full Time,19,0,No,Yes,F,5,19,Medium,SEM-1,CI Faculty
n825002,Retained,Single,144,Full Time,42,0,No,No,F,5.66,21,High,SEM-1,Sci and Eng Faculty
n825912,Retained,Single,72,Full Time,28,0,No,No,M,5.33,23,High,SEM-1,Faculty of Law
n826008,Retained,Single,84,Full Time,20,0,No,Yes,F,5.01,7,Medium,SEM-1,Sci and Eng Faculty
n826195,Retained,Single,96,Full Time,22,0,Yes,No,M,5.39,8,Medium,SEM-1,Faculty of Health
n826388,Not Retained,Single,84,Full Time,19,0,No,Yes,F,6.43,3,Medium,SEM-2,Sci and Eng Faculty
n826493,Retained,Single,204,Full Time,24,0,No,No,F,5.2,13,Low,SEM-1,Faculty of Education
n826891,Retained,Double,96,Full Time,19,0,No,Yes,F,5.74,5,Low,SEM-1,Sci and Eng Faculty
n826906,Retained,Single,180,Full Time,24,12,No,Yes,F,4.26,6,Medium,SEM-2,CI Faculty
n827050,Retained,Single,0,Full Time,26,0,No,No,M,0,21,Medium,SEM-1,CI Faculty
n827191,Retained,Single,96,Full Time,20,0,No,Yes,F,6.24,2,Medium,SEM-1,QUT Business School
n827289,Retained,Single,48,Full Time,19,36,No,Yes,F,3.72,14,High,SEM-1,QUT Business School
n827832,Retained,Single,96,Full Time,19,0,No,No,M,4.63,8,Low,SEM-1,CI Faculty
n827864,Not Retained,Single,96,Full Time,27,0,No,Yes,M,5.25,4,Medium,SEM-1,Sci and Eng Faculty
n828173,Retained,Single,348,Part Time,24,0,No,Yes,F,5.22,5,High,SEM-1,Faculty of Law
n829281,Retained,Single,96,Full Time,19,0,No,No,F,6.71,3,Medium,SEM-1,Faculty of Health
n829457,Retained,Single,96,Full Time,25,0,No,Yes,M,5.63,1,Medium,SEM-1,Sci and Eng Faculty
n829901,Retained,Single,96,Full Time,19,0,No,No,M,5.88,7,Medium,SEM-1,QUT Business School
n830781,Retained,Single,72,Full Time,21,0,No,No,M,4.83,9,Medium,SEM-1,Faculty of Law
n830843,Not Retained,Single,0,Full Time,20,0,No,No,F,-0,19,Medium,SEM-1,Sci and Eng Faculty
n830909,Retained,Single,180,Part Time,46,0,No,Yes,M,7,19,Medium,SEM-2,Sci and Eng Faculty
n832000,Not Retained,Single,144,Full Time,24,24,Yes,Yes,F,3.59,14,Low,SEM-1,Faculty of Health
n832030,Retained,Single,84,Full Time,21,0,No,Yes,F,4.71,3,Medium,SEM-1,Faculty of Law
n832823,Retained,Single,108,Full Time,34,0,No,Yes,F,3.98,20,High,SEM-1,Faculty of Health
n832896,Retained,Single,84,Full Time,20,0,No,No,F,5.87,24,Medium,SEM-1,Faculty of Law
n832948,Retained,Single,168,Full Time,20,12,No,Yes,M,5.38,6,High,SEM-1,QUT Business School
n832983,Retained,Single,96,Full Time,21,0,No,No,M,6.24,23,High,SEM-1,Sci and Eng Faculty
n833024,Retained,Single,96,Full Time,41,0,No,Yes,F,6.68,13,High,SEM-2,Faculty of Health
n833746,Retained,Single,132,Full Time,27,0,No,No,M,4.68,21,Medium,SEM-2,Faculty of Health
n834075,Retained,Single,96,Full Time,23,0,No,No,M,4.39,20,Low,SEM-1,CI Faculty
n834133,Retained,Single,108,Full Time,34,12,Yes,No,M,4.37,2,High,SEM-1,Faculty of Health
n834156,Retained,Single,24,Full Time,19,72,No,No,F,2.14,10,Medium,SEM-1,QUT Business School
n834359,Retained,Single,0,Full Time,28,0,Yes,No,F,0.02,9,High,SEM-1,QUT Business School
n834679,Not Retained,Single,96,Full Time,19,0,No,No,F,5.87,6,Medium,SEM-2,Faculty of Health
n835016,Retained,Single,96,Full Time,20,0,No,Yes,F,4.89,10,Medium,SEM-1,Faculty of Health
n835207,Retained,Single,0,Full Time,25,0,No,Yes,F,0.03,7,Low,SEM-1,QUT Business School
n836420,Retained,Single,36,Full Time,20,48,No,Yes,F,3.42,2,Medium,SEM-1,Sci and Eng Faculty
n836550,Retained,Single,84,Full Time,19,12,No,No,F,4.28,11,High,SEM-1,Faculty of Health
n836585,Retained,Double,48,Full Time,24,24,No,Yes,F,3.66,2,High,SEM-1,Faculty of Health
n836705,Retained,Single,96,Full Time,24,0,No,No,F,5.29,20,Medium,SEM-1,Faculty of Health
n836800,Retained,Double,108,Full Time,19,0,No,Yes,M,7,1,Medium,SEM-1,Sci and Eng Faculty
n836803,Retained,Single,96,Full Time,24,12,No,No,F,4.25,17,Low,SEM-1,CI Faculty
n836833,Retained,Single,96,Full Time,19,0,No,Yes,F,6.37,3,Medium,SEM-1,Faculty of Health
n837685,Retained,Single,96,Full Time,19,0,No,No,F,4.99,20,Medium,SEM-1,CI Faculty
n837843,Not Retained,Single,60,Full Time,19,36,No,No,F,4.13,5,Medium,SEM-1,Faculty of Health
n838164,Retained,Single,96,Full Time,19,0,No,No,M,5.26,9,High,SEM-1,CI Faculty
n838406,Retained,Single,84,Full Time,19,12,No,Yes,M,4.49,11,Medium,SEM-1,Sci and Eng Faculty
n838576,Retained,Single,144,Full Time,32,0,Yes,No,F,4.65,25,Medium,SEM-2,Faculty of Health
n838883,Retained,Single,144,Full Time,32,0,No,No,M,5.77,23,Medium,SEM-2,Faculty of Health
n838929,Retained,Single,72,Full Time,20,36,No,Yes,F,3.66,20,Low,SEM-1,QUT Business School
n838939,Retained,Single,96,Full Time,20,0,No,Yes,M,6.39,8,High,SEM-1,Sci and Eng Faculty
n838940,Retained,Single,132,Full Time,37,24,Yes,No,F,3.42,6,Medium,SEM-1,Faculty of Law
n840443,Retained,Single,96,Full Time,22,12,No,Yes,F,4.52,8,Medium,SEM-1,Faculty of Health
n840640,Retained,Single,36,Full Time,23,60,No,Yes,M,3.02,3,Medium,SEM-1,Sci and Eng Faculty
n840813,Retained,Single,108,Full Time,20,0,No,No,M,5.88,4,Low,SEM-1,Faculty of Health
n840893,Retained,Single,144,Full Time,21,0,Yes,No,F,5.25,8,Medium,SEM-1,Sci and Eng Faculty
n841100,Retained,Single,24,Part Time,19,24,No,Yes,M,3.25,15,Low,SEM-1,Sci and Eng Faculty
n841359,Retained,Double,180,Full Time,20,12,No,No,F,5.45,6,Medium,SEM-1,Faculty of Law
n841669,Retained,Single,36,Full Time,20,12,No,No,M,4.74,13,High,SEM-2,Sci and Eng Faculty
n841740,Retained,Single,96,Full Time,20,0,Yes,No,M,4.76,11,High,SEM-1,CI Faculty
n841976,Not Retained,Single,12,Full Time,19,36,No,Yes,M,2.5,4,Medium,SEM-1,Faculty of Education
n842276,Retained,Single,132,Full Time,23,0,No,Yes,F,4.64,9,Low,SEM-1,CI Faculty
n842429,Not Retained,Single,48,Full Time,19,0,No,No,F,6.76,1,High,SEM-1,QUT Business School
n842732,Retained,Single,144,Full Time,21,0,No,No,F,4.89,8,Medium,SEM-2,QUT Business School
n842922,Retained,Single,84,Full Time,26,0,No,No,F,5.58,3,Medium,SEM-1,Faculty of Education
n843511,Retained,Double,96,Full Time,19,0,No,No,M,6.88,2,Medium,SEM-1,Sci and Eng Faculty
n844113,Retained,Single,108,Part Time,28,36,No,Yes,F,2.5,9,Medium,SEM-1,Faculty of Law
n844254,Retained,Single,96,Full Time,21,0,No,No,M,4.63,2,Medium,SEM-1,Faculty of Education
n844288,Retained,Single,0,Full Time,26,0,No,No,F,-0,4,Low,SEM-1,CI Faculty
n844415,Retained,Single,96,Full Time,19,0,No,Yes,F,4.56,8,Medium,SEM-1,Faculty of Health
n844729,Retained,Single,96,Full Time,19,0,No,Yes,F,4.76,9,Medium,SEM-1,Faculty of Education
n845183,Not Retained,Single,144,Full Time,21,36,No,Yes,F,4.07,8,High,SEM-1,Faculty of Health
n845407,Not Retained,Single,120,Full Time,22,0,No,No,M,4.7,5,Low,SEM-1,Sci and Eng Faculty
n845534,Retained,Single,96,Full Time,19,0,No,Yes,M,5.48,10,Medium,SEM-1,Sci and Eng Faculty
n845710,Retained,Single,96,Full Time,18,0,No,Yes,F,5.64,5,Medium,SEM-1,Faculty of Health
n846525,Not Retained,Single,192,Full Time,28,0,Yes,No,M,4.75,5,High,SEM-1,CI Faculty
n846530,Retained,Single,96,Full Time,19,0,Yes,No,F,5.39,12,Medium,SEM-1,Faculty of Health
n846825,Retained,Single,0,Full Time,19,96,No,No,F,1.01,7,Low,SEM-1,QUT Business School
n846886,Retained,Single,48,Full Time,20,0,No,No,M,4.75,4,Medium,SEM-2,Faculty of Law
n847476,Retained,Single,60,Part Time,22,12,No,Yes,M,4.99,24,High,SEM-1,Sci and Eng Faculty
n847506,Not Retained,Single,0,Full Time,19,48,No,Yes,F,0.99,21,Low,SEM-1,Faculty of Health
n847542,Retained,Single,96,Full Time,20,0,No,No,M,4.87,23,Medium,SEM-1,Sci and Eng Faculty
n847580,Retained,Single,96,Full Time,21,0,No,No,M,5,7,Medium,SEM-1,QUT Business School
n848075,Retained,Single,96,Full Time,20,0,No,Yes,M,5.5,12,Medium,SEM-1,Faculty of Education
n848501,Retained,Single,84,Full Time,19,0,No,Yes,F,4.43,10,Medium,SEM-1,CI Faculty
n848576,Retained,Single,168,Full Time,28,0,Yes,No,M,4.62,9,Medium,SEM-2,Sci and Eng Faculty
n849331,Not Retained,Single,12,Full Time,19,24,No,Yes,F,2.67,12,Low,SEM-1,Sci and Eng Faculty
n849628,Retained,Single,96,Full Time,22,48,No,No,M,3,23,High,SEM-1,QUT Business School
n849724,Retained,Single,192,Full Time,21,0,Yes,No,M,5.12,12,High,SEM-1,QUT Business School
n850046,Retained,Single,24,Full Time,41,0,No,Yes,M,5,24,Medium,SEM-2,Faculty of Health
n850184,Not Retained,Single,36,Full Time,20,48,No,No,F,2.43,11,High,SEM-1,Faculty of Education
n850192,Not Retained,Single,60,Full Time,19,0,No,No,F,6.19,3,Low,SEM-1,QUT Business School
n850440,Retained,Single,72,Full Time,19,24,No,No,M,4.52,11,Medium,SEM-1,Sci and Eng Faculty
n850476,Retained,Single,96,Full Time,19,0,No,No,F,5,6,Medium,SEM-1,Faculty of Health
n850519,Retained,Double,84,Full Time,19,12,No,Yes,F,4.75,10,Low,SEM-1,Faculty of Health
n850761,Retained,Double,0,Full Time,32,0,No,No,F,0.01,12,Medium,SEM-1,Faculty of Health
n850817,Retained,Single,96,Full Time,20,0,No,No,F,5.51,3,Medium,SEM-1,Faculty of Education
n850885,Retained,Double,0,Full Time,44,0,No,No,F,0.01,4,High,SEM-1,Faculty of Health
n850953,Retained,Single,96,Full Time,19,0,No,No,M,6.26,2,Low,SEM-1,Faculty of Health
n851010,Retained,Single,132,Full Time,20,0,No,No,F,6.21,16,Medium,SEM-1,Faculty of Education
n851192,Retained,Single,72,Full Time,21,0,No,Yes,M,4.82,22,High,SEM-1,CI Faculty
n851351,Not Retained,Single,36,Full Time,24,12,No,Yes,F,4.25,3,High,SEM-1,QUT Business School
n852153,Retained,Single,144,Full Time,25,0,No,No,F,5.15,4,High,SEM-1,Faculty of Health
n852277,Retained,Single,96,Full Time,19,0,No,No,M,5.25,8,Medium,SEM-1,Sci and Eng Faculty
n852330,Retained,Double,120,Full Time,24,12,No,Yes,F,4.08,11,High,SEM-1,Faculty of Law
n852522,Not Retained,Single,12,Full Time,28,36,No,Yes,F,2.25,7,High,SEM-1,Sci and Eng Faculty
n852533,Retained,Single,96,Full Time,19,0,No,No,M,5.24,4,Low,SEM-1,Faculty of Health
n852631,Not Retained,Single,48,Full Time,21,0,Yes,No,M,5.76,15,Medium,SEM-1,Sci and Eng Faculty
n853004,Not Retained,Single,24,Full Time,19,0,No,No,F,7,8,Medium,SEM-1,CI Faculty
n853139,Retained,Single,0,Full Time,26,0,No,Yes,F,0,2,High,SEM-1,Faculty of Health
n853517,Retained,Double,180,Full Time,21,0,No,No,M,5.05,12,Medium,SEM-1,Sci and Eng Faculty
n853552,Retained,Single,132,Full Time,22,12,Yes,No,M,3.49,1,Low,SEM-2,QUT Business School
n853661,Retained,Single,24,Full Time,22,0,No,No,M,4.99,6,High,SEM-2,Sci and Eng Faculty
n853703,Retained,Single,120,Full Time,24,0,No,Yes,F,6.01,24,Medium,SEM-2,Sci and Eng Faculty
n853764,Retained,Single,96,Full Time,19,0,No,Yes,M,5.02,6,High,SEM-1,Faculty of Health
n853874,Retained,Single,96,Full Time,19,0,No,No,F,4.9,13,Medium,SEM-1,CI Faculty
n854034,Retained,Single,144,Full Time,20,0,No,Yes,F,5.17,23,Medium,SEM-1,Faculty of Education
n854049,Retained,Single,96,Full Time,20,0,No,Yes,M,5.49,5,Medium,SEM-2,CI Faculty
n854061,Retained,Single,72,Part Time,37,0,No,No,F,5.82,18,Medium,SEM-1,CI Faculty
n854304,Not Retained,Single,0,Full Time,36,24,No,No,F,2.01,17,Low,SEM-2,Faculty of Health
n854580,Retained,Single,0,Full Time,28,48,No,No,M,1,19,Low,SEM-2,QUT Business School
n855037,Retained,Single,96,Full Time,20,0,No,No,M,5.24,17,Low,SEM-1,CI Faculty
n855072,Retained,Single,72,Full Time,23,0,No,No,M,5.82,7,High,SEM-1,Sci and Eng Faculty
n855114,Not Retained,Single,0,Full Time,24,48,No,Yes,M,1.51,11,High,SEM-2,Sci and Eng Faculty
n855148,Retained,Single,36,Full Time,23,60,No,Yes,M,3,3,Medium,SEM-1,Sci and Eng Faculty
n856151,Not Retained,Double,60,Full Time,33,24,No,Yes,M,3.71,23,Medium,SEM-1,Faculty of Health
n857487,Retained,Single,96,Full Time,19,0,No,Yes,F,4.88,7,Medium,SEM-1,Sci and Eng Faculty
n857591,Retained,Single,60,Full Time,19,36,No,No,F,2.51,21,Medium,SEM-2,QUT Business School
n857764,Retained,Single,60,Full Time,22,0,No,No,F,6.01,8,High,SEM-1,Faculty of Law
n858409,Retained,Single,96,Full Time,19,0,No,Yes,F,5.63,6,Low,SEM-1,QUT Business School
n859077,Retained,Single,96,Full Time,24,0,No,No,F,5.12,11,Medium,SEM-1,Sci and Eng Faculty
n859629,Retained,Single,96,Full Time,19,0,No,Yes,F,6.14,23,Medium,SEM-1,CI Faculty
n859930,Retained,Single,48,Full Time,20,0,No,No,F,7,1,High,SEM-2,Sci and Eng Faculty
n860455,Retained,Single,48,Full Time,22,0,No,Yes,M,5.26,4,Low,SEM-1,CI Faculty
n860540,Retained,Single,48,Full Time,21,0,Yes,No,M,4.32,11,Medium,SEM-2,Faculty of Health
n860565,Retained,Single,96,Full Time,20,0,No,Yes,M,4.72,2,High,SEM-1,Faculty of Health
n860646,Not Retained,Single,12,Full Time,20,0,No,No,F,4,6,Medium,SEM-2,Faculty of Law
n861137,Retained,Single,96,Full Time,25,0,No,Yes,M,4.76,10,High,SEM-1,Faculty of Health
n861383,Retained,Single,0,Full Time,29,0,No,Yes,F,0,7,Medium,SEM-1,QUT Business School
n861449,Retained,Single,156,Full Time,20,12,No,No,M,4.34,14,High,SEM-1,Sci and Eng Faculty
n861487,Retained,Single,96,Full Time,19,0,No,No,M,6.37,1,Medium,SEM-1,QUT Business School
n861653,Retained,Single,72,Part Time,21,24,No,No,M,4.12,15,Medium,SEM-1,CI Faculty
n862402,Retained,Single,156,Part Time,27,0,No,Yes,M,5.6,20,High,SEM-1,Faculty of Law
n862565,Retained,Single,228,Part Time,26,0,No,No,M,4.43,3,High,SEM-1,Faculty of Education
n862651,Retained,Single,156,Full Time,22,0,No,No,M,4.99,9,Medium,SEM-1,CI Faculty
n862693,Retained,Single,72,Full Time,23,24,Yes,No,M,4.01,2,Medium,SEM-1,Sci and Eng Faculty
n862695,Retained,Single,96,Full Time,19,0,Yes,Yes,F,5.62,6,Medium,SEM-1,Sci and Eng Faculty
n863041,Not Retained,Single,12,Full Time,28,36,No,Yes,F,2.24,7,High,SEM-1,Sci and Eng Faculty
n863077,Not Retained,Single,84,Full Time,19,12,No,No,F,3.65,14,Medium,SEM-1,Faculty of Education
n863159,Retained,Single,48,Full Time,22,0,No,Yes,M,6,5,Medium,SEM-2,Sci and Eng Faculty
n864504,Retained,Single,192,Full Time,25,0,No,No,F,5.88,22,High,SEM-1,Faculty of Health
n865180,Retained,Single,192,Full Time,28,0,No,Yes,F,5.75,6,Medium,SEM-1,Faculty of Law
n865489,Not Retained,Single,48,Full Time,20,0,No,No,F,5.25,18,Low,SEM-1,CI Faculty
n865695,Not Retained,Single,96,Full Time,20,0,No,No,F,5.39,17,Medium,SEM-1,Faculty of Education
n866067,Not Retained,Single,36,Full Time,19,12,No,No,M,4,12,High,SEM-1,CI Faculty
n866087,Retained,Single,96,Full Time,23,0,No,No,M,5.26,10,High,SEM-1,CI Faculty
n866348,Retained,Single,120,Full Time,20,60,No,No,F,2.99,20,Medium,SEM-1,QUT Business School
n866433,Not Retained,Single,72,Full Time,19,24,No,No,M,4.25,10,Medium,SEM-1,Faculty of Health
n866652,Retained,Single,96,Full Time,19,0,No,Yes,M,5.5,5,High,SEM-1,CI Faculty
n866714,Not Retained,Single,0,Full Time,23,0,No,No,F,0.01,25,High,SEM-1,Faculty of Health
n866834,Retained,Single,12,Full Time,20,12,No,No,M,3.5,9,Low,SEM-1,Faculty of Law
n866862,Retained,Double,204,Full Time,20,0,No,No,F,4.88,9,Medium,SEM-1,Faculty of Health
n867017,Retained,Single,24,Part Time,32,0,No,No,M,6.5,24,High,SEM-2,Faculty of Health
n867679,Retained,Single,96,Full Time,19,0,No,No,M,6.26,5,Medium,SEM-1,Sci and Eng Faculty
n867892,Retained,Single,96,Full Time,19,0,No,No,M,5.26,6,Medium,SEM-1,Sci and Eng Faculty
n868101,Not Retained,Single,96,Full Time,19,0,No,No,F,5.4,10,High,SEM-1,CI Faculty
n868697,Retained,Double,96,Full Time,19,0,No,No,F,5.23,8,High,SEM-1,Faculty of Health
n868726,Not Retained,Single,12,Full Time,23,36,No,Yes,M,1.75,16,Medium,SEM-2,Sci and Eng Faculty
n868808,Retained,Single,0,Full Time,23,0,No,No,F,0.01,19,Medium,SEM-1,Sci and Eng Faculty
n869814,Retained,Single,204,Full Time,23,12,Yes,No,F,4.17,2,Medium,SEM-2,QUT Business School
n870007,Retained,Double,96,Full Time,19,0,No,Yes,M,5.13,9,Low,SEM-1,Sci and Eng Faculty
n870514,Retained,Single,48,Full Time,19,0,No,Yes,M,4.5,5,High,SEM-2,Sci and Eng Faculty
n870676,Retained,Single,144,Full Time,23,0,Yes,No,F,5.74,17,Medium,SEM-2,Faculty of Health
n870746,Retained,Single,48,Full Time,20,0,Yes,No,M,6.23,10,High,SEM-2,Sci and Eng Faculty
n872122,Retained,Single,96,Full Time,21,0,No,Yes,M,6.75,11,High,SEM-1,QUT Business School
n872187,Retained,Single,96,Full Time,19,0,No,Yes,M,5.89,3,Medium,SEM-1,Faculty of Health
n872404,Retained,Single,0,Full Time,20,0,No,No,M,0,6,Medium,SEM-1,Sci and Eng Faculty
n872710,Retained,Single,36,Full Time,20,12,No,Yes,F,5.48,14,Medium,SEM-2,Sci and Eng Faculty
n872712,Not Retained,Single,0,Full Time,22,0,No,Yes,M,0.01,14,High,SEM-1,Sci and Eng Faculty
n872780,Retained,Single,96,Full Time,26,0,No,Yes,F,0,17,Medium,SEM-1,QUT Business School
n873298,Not Retained,Single,84,Full Time,22,48,No,No,M,3.64,6,Low,SEM-1,Sci and Eng Faculty
n873373,Retained,Single,120,Part Time,31,0,Yes,No,F,5.49,25,High,SEM-2,Faculty of Health
n873435,Retained,Single,48,Full Time,22,0,No,No,F,5.69,14,Medium,SEM-2,Faculty of Health
n873518,Not Retained,Single,48,Full Time,19,0,No,Yes,F,4.26,16,Medium,SEM-1,CI Faculty
n874224,Retained,Single,72,Full Time,19,12,No,Yes,F,4.86,9,Medium,SEM-1,Sci and Eng Faculty
n874639,Not Retained,Single,0,Full Time,86,0,No,No,F,0.01,4,High,SEM-1,CI Faculty
n874760,Retained,Single,144,Full Time,19,0,No,No,M,4.12,15,Medium,SEM-1,CI Faculty
n875727,Retained,Single,120,Part Time,31,0,No,Yes,M,5.5,23,Medium,SEM-2,Faculty of Law
n875942,Retained,Single,96,Full Time,19,0,No,No,F,6.37,2,High,SEM-1,CI Faculty
n876069,Retained,Single,204,Full Time,29,0,Yes,No,F,4.67,17,Medium,SEM-1,QUT Business School
n877737,Retained,Single,84,Full Time,19,0,No,Yes,F,4.86,11,High,SEM-1,Faculty of Education
n877952,Retained,Single,96,Full Time,26,0,No,Yes,M,6.38,22,Low,SEM-1,Sci and Eng Faculty
n878361,Not Retained,Single,96,Full Time,19,0,No,No,M,6.88,1,Medium,SEM-1,Faculty of Health
n878483,Retained,Single,96,Full Time,32,0,No,Yes,M,5.39,5,Medium,SEM-1,Sci and Eng Faculty
n879219,Retained,Single,96,Full Time,19,0,No,Yes,F,5.85,8,Medium,SEM-1,Faculty of Health
n879310,Retained,Single,156,Full Time,20,36,No,Yes,M,4.18,12,Low,SEM-1,Faculty of Health
n879474,Retained,Single,0,Full Time,32,0,No,No,M,0.01,21,High,SEM-1,Sci and Eng Faculty
n879837,Not Retained,Single,120,Full Time,23,24,No,Yes,M,3.01,9,Medium,SEM-1,Faculty of Law
n880483,Retained,Single,72,Part Time,27,0,No,Yes,F,5.01,13,Medium,SEM-2,QUT Business School
n881508,Retained,Double,96,Full Time,19,0,No,Yes,F,5.49,9,High,SEM-1,Faculty of Health
n881800,Not Retained,Single,168,Full Time,23,0,No,No,M,4.2,12,Medium,SEM-1,Faculty of Health
